Fwd_Rate	Rev_Rate	Net_Rate	PEI	Reaction_String
1.82E-10	2.05E-10	-2.26E-11	4.71E-01	H24PCOH(S) + 3 PT(S) <=> H4PCOH(S) + H(S) + 3 PT(B)
6.00E-09	7.66E-09	-1.67E-09	4.39E-01	H25PCOH(S) + PT(S) <=> H2PCOH(S) + H(S) + PT(B)
3.54E-11	3.91E-11	-3.71E-12	4.75E-01	H25PCOH(S) + PT(S) <=> H5PCOH(S) + H(S) + PT(B)
1.06E-09	1.53E-09	-4.67E-10	4.10E-01	H26PCOH(S) + 3 PT(S) <=> H2PCOH(S) + H(S) + 3 PT(B)
2.73E-12	3.97E-12	-1.24E-12	4.08E-01	H26PCOH(S) + 3 PT(S) <=> H6PCOH(S) + H(S) + 3 PT(B)
8.99E-10	1.11E-09	-2.12E-10	4.47E-01	H34PCOH(S) + 2 PT(S) <=> H3PCOH(S) + H(S) + 2 PT(B)
2.69E-11	3.92E-11	-1.23E-11	4.07E-01	H34PCOH(S) + 3 PT(S) <=> H4PCOH(S) + H(S) + 3 PT(B)
1.88E-08	2.32E-08	-4.34E-09	4.48E-01	H35PCOH(S) + 2 PT(S) <=> H3PCOH(S) + H(S) + 2 PT(B)
8.66E-10	1.07E-09	-2.01E-10	4.48E-01	H35PCOH(S) + 3 PT(S) <=> H5PCOH(S) + H(S) + 3 PT(B)
1.76E-09	1.94E-09	-1.84E-10	4.75E-01	H36PCOH(S) + PT(S) <=> H3PCOH(S) + H(S) + PT(B)
2.29E-10	2.96E-10	-6.72E-11	4.36E-01	H36PCOH(S) + 2 PT(S) <=> H6PCOH(S) + H(S) + 2 PT(B)
1.47E-11	2.14E-11	-6.72E-12	4.07E-01	H45PCOH(S) + 3 PT(S) <=> H4PCOH(S) + H(S) + 3 PT(B)
2.26E-11	2.79E-11	-5.35E-12	4.47E-01	H45PCOH(S) + 3 PT(S) <=> H5PCOH(S) + H(S) + 3 PT(B)
1.63E-10	1.83E-10	-2.02E-11	4.71E-01	H46PCOH(S) + 2 PT(S) <=> H4PCOH(S) + H(S) + 2 PT(B)
7.11E-10	7.93E-10	-8.21E-11	4.73E-01	H46PCOH(S) + 2 PT(S) <=> H6PCOH(S) + H(S) + 2 PT(B)
6.79E-11	8.11E-11	-1.32E-11	4.56E-01	H56PCOH(S) + 3 PT(S) <=> H5PCOH(S) + H(S) + 3 PT(B)
1.93E-10	2.70E-10	-7.66E-11	4.17E-01	H56PCOH(S) + 3 PT(S) <=> H6PCOH(S) + H(S) + 3 PT(B)
6.17E-08	6.43E-08	-2.63E-09	4.90E-01	H1PCOH(S) + 2 PT(S) <=> PCOH(S) + H(S) + 2 PT(B)
3.99E-08	4.08E-08	-8.76E-10	4.95E-01	H2PCOH(S) + PT(S) <=> PCOH(S) + H(S) + PT(B)
5.87E-07	6.95E-07	-1.08E-07	4.58E-01	H3PCOH(S) + 2 PT(S) <=> PCOH(S) + H(S) + 2 PT(B)
3.00E-07	3.01E-07	-9.51E-10	4.99E-01	H4PCOH(S) + PT(S) <=> PCOH(S) + H(S) + PT(B)
3.09E-07	3.66E-07	-5.63E-08	4.58E-01	H5PCOH(S) + PT(S) <=> PCOH(S) + H(S) + PT(B)
1.09E-06	1.10E-06	-1.19E-08	4.97E-01	H6PCOH(S) + PT(S) <=> PCOH(S) + H(S) + PT(B)
5.60E-02	5.60E-02	7.25E-08	5.00E-01	H23456PCOH(S) <=> MCHO(S) + H(S)
3.51E-03	3.51E-03	-5.97E-09	5.00E-01	H2345PCOH(S) + 2 PT(S) <=> H2345PCO(S) + H(S) + 2 PT(B)
1.79E-02	1.79E-02	-5.66E-09	5.00E-01	H2346PCOH(S) <=> H2346PCO(S) + H(S)
8.86E-04	8.86E-04	4.26E-08	5.00E-01	H2356PCOH(S) <=> H2356PCO(S) + H(S)
1.00E-04	1.00E-04	1.54E-08	5.00E-01	H2456PCOH(S) <=> H2346PCO(S) + H(S)
4.24E-03	4.24E-03	1.88E-08	5.00E-01	H3456PCOH(S) + 2 PT(S) <=> H2345PCO(S) + H(S) + 2 PT(B)
3.78E-03	3.78E-03	-2.58E-10	5.00E-01	H234PCOH(S) + PT(B) <=> H234PCO(S) + H(S) + PT(S)
4.68E-05	4.68E-05	-2.88E-08	5.00E-01	H235PCOH(S) + PT(S) <=> H235PCO(S) + H(S) + PT(B)
1.72E-03	1.72E-03	-8.61E-10	5.00E-01	H236PCOH(S) <=> H236PCO(S) + H(S)
7.00E-04	7.00E-04	-2.49E-08	5.00E-01	H245PCOH(S) <=> H245PCO(S) + H(S)
7.72E-02	7.72E-02	3.52E-11	5.00E-01	H246PCOH(S) <=> H246PCO(S) + H(S)
2.16E-03	2.16E-03	5.74E-10	5.00E-01	H256PCOH(S) + PT(S) <=> H236PCO(S) + H(S) + PT(B)
4.08E+00	4.08E+00	-7.73E-08	5.00E-01	H345PCOH(S) + PT(S) <=> H345PCO(S) + H(S) + PT(B)
7.35E-04	7.35E-04	5.97E-09	5.00E-01	H346PCOH(S) <=> H245PCO(S) + H(S)
5.61E-05	5.62E-05	-9.93E-08	5.00E-01	H356PCOH(S) + 2 PT(S) <=> H235PCO(S) + H(S) + 2 PT(B)
6.91E-02	6.91E-02	-8.00E-09	5.00E-01	H456PCOH(S) <=> H234PCO(S) + H(S)
3.69E-08	3.52E-08	1.70E-09	5.12E-01	H23PCOH(S) + PT(B) <=> H23PCO(S) + H(S) + PT(S)
7.76E-05	7.76E-05	5.06E-10	5.00E-01	H24PCOH(S) + PT(S) <=> H24PCO(S) + H(S) + PT(B)
1.39E-06	1.39E-06	1.48E-09	5.00E-01	H25PCOH(S) + PT(B) <=> H25PCO(S) + H(S) + PT(S)
3.59E-07	3.59E-07	-7.94E-13	5.00E-01	H26PCOH(S) + PT(S) <=> H26PCO(S) + H(S) + PT(B)
3.97E-03	3.97E-03	1.74E-10	5.00E-01	H34PCOH(S) + 2 PT(S) <=> H34PCO(S) + H(S) + 2 PT(B)
4.55E-02	4.55E-02	-3.56E-09	5.00E-01	H35PCOH(S) + 2 PT(S) <=> H35PCO(S) + H(S) + 2 PT(B)
4.97E-05	4.97E-05	-5.77E-10	5.00E-01	H36PCOH(S) <=> H25PCO(S) + H(S)
1.24E-03	1.24E-03	1.60E-11	5.00E-01	H45PCOH(S) + 2 PT(S) <=> H34PCO(S) + H(S) + 2 PT(B)
7.99E-05	7.99E-05	2.02E-11	5.00E-01	H46PCOH(S) <=> H24PCO(S) + H(S)
1.30E-06	1.30E-06	-1.76E-09	5.00E-01	H56PCOH(S) + PT(S) <=> H23PCO(S) + H(S) + PT(B)
1.09E-06	1.10E-06	-1.14E-08	4.97E-01	H2PCOH(S) + PT(B) <=> H2PCO(S) + H(S) + PT(S)
1.06E-03	1.06E-03	1.02E-07	5.00E-01	H3PCOH(S) <=> H3PCO(S) + H(S)
4.62E-05	4.62E-05	8.88E-10	5.00E-01	H4PCOH(S) <=> H4PCO(S) + H(S)
4.09E-05	4.09E-05	5.60E-08	5.00E-01	H5PCOH(S) + PT(B) <=> H3PCO(S) + H(S) + PT(S)
2.54E-05	2.54E-05	1.16E-08	5.00E-01	H6PCOH(S) + PT(B) <=> H2PCO(S) + H(S) + PT(S)
1.88E-02	1.88E-02	8.46E-08	5.00E-01	PCOH(S) <=> PCO(S) + H(S)
2.08E-07	2.28E-07	-2.01E-08	4.77E-01	MCHO(S) + 2 PT(S) <=> H2345PCO(S) + H(S) + 2 PT(B)
1.24E-07	1.36E-07	-1.16E-08	4.78E-01	MCHO(S) + PT(S) <=> H2346PCO(S) + H(S) + PT(B)
4.45E-07	4.88E-07	-4.25E-08	4.77E-01	MCHO(S) <=> H2356PCO(S) + H(S)
3.46E-06	3.46E-06	-5.18E-10	5.00E-01	H2345PCO(S) <=> H234PCO(S) + H(S)
1.10E-08	1.10E-08	-2.04E-11	5.00E-01	H2345PCO(S) + PT(S) <=> H235PCO(S) + H(S) + PT(B)
1.36E-07	1.36E-07	-2.02E-10	5.00E-01	H2345PCO(S) <=> H245PCO(S) + H(S)
1.62E-06	1.63E-06	-6.48E-09	4.99E-01	H2345PCO(S) + PT(S) <=> H345PCO(S) + H(S) + PT(B)
6.08E-07	6.10E-07	-1.63E-09	4.99E-01	H2346PCO(S) + PT(S) <=> H234PCO(S) + H(S) + PT(B)
6.00E-08	6.01E-08	-6.84E-11	5.00E-01	H2346PCO(S) + PT(S) <=> H236PCO(S) + H(S) + PT(B)
2.39E-08	2.40E-08	-9.63E-11	4.99E-01	H2346PCO(S) + PT(S) <=> H245PCO(S) + H(S) + PT(B)
1.33E-07	1.33E-07	-3.87E-11	5.00E-01	H2346PCO(S) + PT(S) <=> H246PCO(S) + H(S) + PT(B)
2.00E-08	2.00E-08	-5.75E-11	4.99E-01	H2356PCO(S) + 3 PT(S) <=> H235PCO(S) + H(S) + 3 PT(B)
6.22E-07	6.22E-07	2.34E-10	5.00E-01	H2356PCO(S) + 2 PT(S) <=> H236PCO(S) + H(S) + 2 PT(B)
8.19E-11	8.51E-11	-3.25E-12	4.90E-01	H234PCO(S) + PT(S) <=> H23PCO(S) + H(S) + PT(B)
4.70E-10	6.11E-10	-1.41E-10	4.35E-01	H234PCO(S) + PT(S) <=> H24PCO(S) + H(S) + PT(B)
3.63E-06	3.64E-06	-1.03E-08	4.99E-01	H234PCO(S) + 2 PT(S) <=> H34PCO(S) + H(S) + 2 PT(B)
3.03E-10	3.14E-10	-1.15E-11	4.91E-01	H235PCO(S) <=> H23PCO(S) + H(S)
4.57E-09	5.12E-09	-5.47E-10	4.72E-01	H235PCO(S) <=> H25PCO(S) + H(S)
2.43E-05	2.44E-05	-1.28E-07	4.99E-01	H235PCO(S) + PT(S) <=> H35PCO(S) + H(S) + PT(B)
7.26E-11	7.56E-11	-3.00E-12	4.90E-01	H236PCO(S) + PT(S) <=> H23PCO(S) + H(S) + PT(B)
1.10E-09	1.23E-09	-1.35E-10	4.71E-01	H236PCO(S) + PT(S) <=> H25PCO(S) + H(S) + PT(B)
7.26E-11	7.25E-11	6.14E-14	5.00E-01	H236PCO(S) + PT(S) <=> H26PCO(S) + H(S) + PT(B)
1.59E-09	2.06E-09	-4.74E-10	4.35E-01	H245PCO(S) + PT(S) <=> H24PCO(S) + H(S) + PT(B)
4.18E-09	4.68E-09	-5.01E-10	4.72E-01	H245PCO(S) + PT(S) <=> H25PCO(S) + H(S) + PT(B)
1.23E-05	1.23E-05	-1.82E-08	5.00E-01	H245PCO(S) + 2 PT(S) <=> H34PCO(S) + H(S) + 2 PT(B)
1.13E-11	1.47E-11	-3.43E-12	4.34E-01	H246PCO(S) + PT(S) <=> H24PCO(S) + H(S) + PT(B)
1.97E-12	1.97E-12	-4.36E-18	5.00E-01	H246PCO(S) + PT(S) <=> H26PCO(S) + H(S) + PT(B)
1.82E-05	1.82E-05	1.86E-08	5.00E-01	H345PCO(S) + PT(S) <=> H34PCO(S) + H(S) + PT(B)
3.28E-05	3.29E-05	-1.02E-07	4.99E-01	H345PCO(S) + PT(S) <=> H35PCO(S) + H(S) + PT(B)
7.20E-11	1.00E-10	-2.84E-11	4.18E-01	H23PCO(S) + PT(S) <=> H2PCO(S) + H(S) + PT(B)
2.35E-10	2.79E-10	-4.49E-11	4.56E-01	H23PCO(S) + PT(S) <=> H3PCO(S) + H(S) + PT(B)
6.44E-10	7.19E-10	-7.42E-11	4.73E-01	H24PCO(S) + PT(S) <=> H2PCO(S) + H(S) + PT(B)
1.46E-10	1.64E-10	-1.81E-11	4.71E-01	H24PCO(S) + 2 PT(S) <=> H4PCO(S) + H(S) + 2 PT(B)
4.38E-10	5.66E-10	-1.28E-10	4.36E-01	H25PCO(S) + PT(S) <=> H2PCO(S) + H(S) + PT(B)
1.43E-09	1.58E-09	-1.49E-10	4.75E-01	H25PCO(S) + PT(S) <=> H3PCO(S) + H(S) + PT(B)
1.62E-12	2.35E-12	-7.32E-13	4.08E-01	H26PCO(S) + PT(S) <=> H2PCO(S) + H(S) + PT(B)
3.65E-08	4.51E-08	-8.60E-09	4.47E-01	H34PCO(S) <=> H3PCO(S) + H(S)
2.54E-09	3.70E-09	-1.16E-09	4.07E-01	H34PCO(S) + PT(S) <=> H4PCO(S) + H(S) + PT(B)
1.01E-06	1.25E-06	-2.33E-07	4.48E-01	H35PCO(S) <=> H3PCO(S) + H(S)
2.35E-09	2.37E-09	-2.67E-11	4.97E-01	H2PCO(S) + 2 PT(S) <=> PCO(S) + H(S) + 2 PT(B)
4.59E-07	5.43E-07	-8.43E-08	4.58E-01	H3PCO(S) + 2 PT(S) <=> PCO(S) + H(S) + 2 PT(B)
9.18E-08	9.21E-08	-2.92E-10	4.99E-01	H4PCO(S) + PT(S) <=> PCO(S) + H(S) + PT(B)
1.36E-15	0.00E+00	1.36E-15	1.00E+00	MCHOH(S) + PT(S) <=> H23456TOL(S) + OH(S) + PT(B)
1.97E-08	0.00E+00	1.97E-08	1.00E+00	H23456PCOH(S) + PT(B) <=> H23456PC(S) + OH(S) + PT(S)
7.35E-09	0.00E+00	7.35E-09	1.00E+00	H2345PCOH(S) + PT(S) <=> H2345PC(S) + OH(S) + PT(B)
3.67E-10	0.00E+00	3.67E-10	1.00E+00	H2346PCOH(S) <=> H2346PC(S) + OH(S)
1.31E-09	0.00E+00	1.31E-09	1.00E+00	H2356PCOH(S) <=> H2356PC(S) + OH(S)
7.36E-11	0.00E+00	7.36E-11	1.00E+00	H2456PCOH(S) <=> H2346PC(S) + OH(S)
1.39E-09	0.00E+00	1.39E-09	1.00E+00	H3456PCOH(S) + PT(S) <=> H2345PC(S) + OH(S) + PT(B)
3.70E-10	0.00E+00	3.70E-10	1.00E+00	H234PCOH(S) <=> H234PC(S) + OH(S)
1.05E-08	0.00E+00	1.05E-08	1.00E+00	H235PCOH(S) <=> H235PC(S) + OH(S)
6.75E-10	0.00E+00	6.75E-10	1.00E+00	H236PCOH(S) <=> H236PC(S) + OH(S)
7.22E-09	0.00E+00	7.22E-09	1.00E+00	H245PCOH(S) <=> H245PC(S) + OH(S)
2.23E-10	0.00E+00	2.23E-10	1.00E+00	H246PCOH(S) <=> H246PC(S) + OH(S)
8.70E-10	0.00E+00	8.70E-10	1.00E+00	H256PCOH(S) + PT(S) <=> H236PC(S) + OH(S) + PT(B)
8.44E-15	0.00E+00	8.44E-15	1.00E+00	H345PCOH(S) + PT(S) <=> H345PC(S) + OH(S) + PT(B)
7.30E-09	0.00E+00	7.30E-09	1.00E+00	H346PCOH(S) <=> H245PC(S) + OH(S)
1.27E-08	0.00E+00	1.27E-08	1.00E+00	H356PCOH(S) + PT(S) <=> H235PC(S) + OH(S) + PT(B)
4.61E-10	0.00E+00	4.61E-10	1.00E+00	H456PCOH(S) + PT(S) <=> H234PC(S) + OH(S) + PT(B)
2.32E-13	1.00E-18	2.32E-13	1.00E+00	H23PCOH(S) <=> H23PC(S) + OH(S)
5.73E-21	0.00E+00	5.73E-21	1.00E+00	H24PCOH(S) + 2 PT(S) <=> H24PC(S) + OH(S) + 2 PT(B)
1.23E-15	0.00E+00	1.23E-15	1.00E+00	H25PCOH(S) <=> H25PC(S) + OH(S)
2.86E-17	0.00E+00	2.86E-17	1.00E+00	H26PCOH(S) + 2 PT(S) <=> H26PC(S) + OH(S) + 2 PT(B)
2.27E-17	0.00E+00	2.27E-17	1.00E+00	H34PCOH(S) + 2 PT(S) <=> H34PC(S) + OH(S) + 2 PT(B)
7.62E-17	0.00E+00	7.62E-17	1.00E+00	H35PCOH(S) + 2 PT(S) <=> H35PC(S) + OH(S) + 2 PT(B)
9.03E-21	0.00E+00	9.03E-21	1.00E+00	H36PCOH(S) + PT(S) <=> H25PC(S) + OH(S) + PT(B)
1.49E-17	0.00E+00	1.49E-17	1.00E+00	H45PCOH(S) + 2 PT(S) <=> H34PC(S) + OH(S) + 2 PT(B)
6.21E-21	0.00E+00	6.21E-21	1.00E+00	H46PCOH(S) + PT(S) <=> H24PC(S) + OH(S) + PT(B)
5.40E-13	0.00E+00	5.40E-13	1.00E+00	H56PCOH(S) + 2 PT(S) <=> H23PC(S) + OH(S) + 2 PT(B)
2.86E-16	4.00E-21	2.86E-16	1.00E+00	H2PCOH(S) <=> H2PC(S) + OH(S)
3.03E-17	0.00E+00	3.03E-17	1.00E+00	H3PCOH(S) + PT(S) <=> H3PC(S) + OH(S) + PT(B)
5.84E-22	0.00E+00	5.84E-22	1.00E+00	H4PCOH(S) <=> H4PC(S) + OH(S)
1.80E-17	0.00E+00	1.80E-17	1.00E+00	H5PCOH(S) <=> H3PC(S) + OH(S)
1.71E-13	2.00E-18	1.71E-13	1.00E+00	H6PCOH(S) <=> H2PC(S) + OH(S)
3.92E-21	0.00E+00	3.92E-21	1.00E+00	PCOH(S) + PT(S) <=> PC(S) + OH(S) + PT(B)
1.39E-06	1.43E-06	-3.50E-08	4.94E-01	H23456PC(S) + 2 PT(S) <=> H2345PC(S) + H(S) + 2 PT(B)
8.81E-12	2.24E-10	-2.15E-10	3.79E-02	H23456PC(S) + 2 PT(S) <=> H2346PC(S) + H(S) + 2 PT(B)
5.98E-11	4.68E-10	-4.09E-10	1.13E-01	H23456PC(S) + PT(S) <=> H2356PC(S) + H(S) + PT(B)
6.00E-11	4.31E-10	-3.70E-10	1.22E-01	H2345PC(S) + 2 PT(S) <=> H234PC(S) + H(S) + 2 PT(B)
2.47E-09	1.87E-08	-1.62E-08	1.17E-01	H2345PC(S) + PT(S) <=> H235PC(S) + H(S) + PT(B)
1.50E-09	1.23E-08	-1.08E-08	1.09E-01	H2345PC(S) + PT(S) <=> H245PC(S) + H(S) + PT(B)
6.55E-12	3.14E-12	3.41E-12	6.76E-01	H2345PC(S) + 2 PT(S) <=> H345PC(S) + H(S) + 2 PT(B)
5.70E-12	1.65E-12	4.05E-12	7.76E-01	H2346PC(S) + 2 PT(S) <=> H234PC(S) + H(S) + 2 PT(B)
2.43E-11	1.30E-13	2.41E-11	9.95E-01	H2346PC(S) + PT(S) <=> H236PC(S) + H(S) + PT(B)
1.43E-10	4.70E-11	9.57E-11	7.52E-01	H2346PC(S) + PT(S) <=> H245PC(S) + H(S) + PT(B)
3.39E-11	8.20E-12	2.57E-11	8.05E-01	H2346PC(S) + PT(S) <=> H246PC(S) + H(S) + PT(B)
1.79E-10	1.76E-10	2.32E-12	5.03E-01	H2356PC(S) + 2 PT(S) <=> H235PC(S) + H(S) + 2 PT(B)
1.85E-11	3.21E-13	1.81E-11	9.83E-01	H2356PC(S) + 2 PT(S) <=> H236PC(S) + H(S) + 2 PT(B)
1.15E-15	1.02E-14	-9.03E-15	1.01E-01	H234PC(S) + PT(S) <=> H23PC(S) + H(S) + PT(B)
2.20E-18	7.25E-18	-5.05E-18	2.33E-01	H234PC(S) + PT(S) <=> H24PC(S) + H(S) + PT(B)
6.70E-15	9.69E-16	5.73E-15	8.74E-01	H234PC(S) + PT(S) <=> H34PC(S) + H(S) + PT(B)
1.30E-15	1.09E-14	-9.65E-15	1.06E-01	H235PC(S) + 2 PT(S) <=> H23PC(S) + H(S) + 2 PT(B)
1.34E-17	7.41E-17	-6.08E-17	1.53E-01	H235PC(S) + 2 PT(S) <=> H25PC(S) + H(S) + 2 PT(B)
1.65E-15	2.36E-17	1.63E-15	9.86E-01	H235PC(S) + 2 PT(S) <=> H35PC(S) + H(S) + 2 PT(B)
3.77E-18	1.80E-15	-1.80E-15	2.09E-03	H236PC(S) + 2 PT(S) <=> H23PC(S) + H(S) + 2 PT(B)
3.88E-20	1.22E-17	-1.22E-17	3.17E-03	H236PC(S) + 2 PT(S) <=> H25PC(S) + H(S) + 2 PT(B)
1.18E-19	2.06E-17	-2.04E-17	5.70E-03	H236PC(S) + 2 PT(S) <=> H26PC(S) + H(S) + 2 PT(B)
4.03E-18	1.17E-17	-7.64E-18	2.57E-01	H245PC(S) + 2 PT(S) <=> H24PC(S) + H(S) + 2 PT(B)
2.17E-17	1.11E-16	-8.93E-17	1.63E-01	H245PC(S) + 2 PT(S) <=> H25PC(S) + H(S) + 2 PT(B)
1.23E-14	1.56E-15	1.07E-14	8.87E-01	H245PC(S) + 2 PT(S) <=> H34PC(S) + H(S) + 2 PT(B)
2.39E-19	9.45E-19	-7.05E-19	2.02E-01	H246PC(S) + 2 PT(S) <=> H24PC(S) + H(S) + 2 PT(B)
3.92E-18	1.51E-17	-1.12E-17	2.05E-01	H246PC(S) + 2 PT(S) <=> H26PC(S) + H(S) + 2 PT(B)
1.21E-14	2.61E-14	-1.41E-14	3.16E-01	H345PC(S) + PT(S) <=> H34PC(S) + H(S) + PT(B)
2.63E-15	5.92E-16	2.04E-15	8.16E-01	H345PC(S) + PT(S) <=> H35PC(S) + H(S) + PT(B)
2.93E-15	9.94E-14	-9.64E-14	2.86E-02	H23PC(S) + PT(S) <=> H2PC(S) + H(S) + PT(B)
8.61E-14	5.85E-16	8.55E-14	9.93E-01	H23PC(S) + PT(S) <=> H3PC(S) + H(S) + PT(B)
2.87E-17	2.62E-15	-2.59E-15	1.08E-02	H24PC(S) + PT(S) <=> H2PC(S) + H(S) + PT(B)
3.37E-19	1.01E-21	3.36E-19	9.97E-01	H24PC(S) + PT(S) <=> H4PC(S) + H(S) + PT(B)
3.40E-16	1.75E-14	-1.72E-14	1.90E-02	H25PC(S) + PT(S) <=> H2PC(S) + H(S) + PT(B)
1.00E-14	1.03E-16	9.90E-15	9.90E-01	H25PC(S) + PT(S) <=> H3PC(S) + H(S) + PT(B)
7.90E-19	7.35E-17	-7.27E-17	1.06E-02	H26PC(S) + PT(S) <=> H2PC(S) + H(S) + PT(B)
2.46E-15	1.03E-15	1.44E-15	7.06E-01	H34PC(S) + PT(S) <=> H3PC(S) + H(S) + PT(B)
9.81E-19	6.67E-20	9.15E-19	9.36E-01	H34PC(S) + PT(S) <=> H4PC(S) + H(S) + PT(B)
3.14E-15	1.26E-14	-9.44E-15	2.00E-01	H35PC(S) + PT(S) <=> H3PC(S) + H(S) + PT(B)
1.16E-16	2.50E-20	1.16E-16	1.00E+00	H2PC(S) + 2 PT(S) <=> PC(S) + H(S) + 2 PT(B)
6.35E-17	6.82E-17	-4.74E-18	4.82E-01	H3PC(S) + 2 PT(S) <=> PC(S) + H(S) + 2 PT(B)
2.75E-19	1.81E-18	-1.53E-18	1.32E-01	H4PC(S) + 2 PT(S) <=> PC(S) + H(S) + 2 PT(B)
3.53E-09	5.89E-08	-5.54E-08	5.66E-02	H23456TOL(S) <=> H23456PC(S) + H(S)
5.94E-11	1.07E-09	-1.01E-09	5.24E-02	H2345TOL(S) + PT(S) <=> H2345PC(S) + H(S) + PT(B)
1.71E-13	7.65E-11	-7.63E-11	2.23E-03	H2346TOL(S) + PT(S) <=> H2346PC(S) + H(S) + PT(B)
6.48E-12	8.85E-10	-8.79E-10	7.26E-03	H2356TOL(S) + PT(S) <=> H2356PC(S) + H(S) + PT(B)
3.61E-12	4.68E-10	-4.64E-10	7.66E-03	H234TOL(S) + PT(S) <=> H234PC(S) + H(S) + PT(B)
5.16E-11	7.05E-09	-7.00E-09	7.27E-03	H235TOL(S) + PT(S) <=> H235PC(S) + H(S) + PT(B)
1.13E-09	2.72E-09	-1.59E-09	2.94E-01	H236TOL(S) + PT(S) <=> H236PC(S) + H(S) + PT(B)
2.63E-11	3.89E-09	-3.86E-09	6.73E-03	H245TOL(S) + PT(S) <=> H245PC(S) + H(S) + PT(B)
2.31E-12	2.51E-10	-2.49E-10	9.12E-03	H246TOL(S) + PT(S) <=> H246PC(S) + H(S) + PT(B)
4.47E-13	3.88E-12	-3.43E-12	1.03E-01	H345TOL(S) + PT(S) <=> H345PC(S) + H(S) + PT(B)
4.50E-16	7.64E-13	-7.63E-13	5.88E-04	H23TOL(S) + PT(S) <=> H23PC(S) + H(S) + PT(B)
4.17E-18	2.58E-15	-2.58E-15	1.61E-03	H24TOL(S) + 2 PT(S) <=> H24PC(S) + H(S) + 2 PT(B)
1.05E-17	8.37E-15	-8.36E-15	1.25E-03	H25TOL(S) + 2 PT(S) <=> H25PC(S) + H(S) + 2 PT(B)
1.66E-19	6.98E-17	-6.96E-17	2.38E-03	H26TOL(S) + 2 PT(S) <=> H26PC(S) + H(S) + 2 PT(B)
5.59E-17	1.05E-15	-9.94E-16	5.06E-02	H34TOL(S) + PT(S) <=> H34PC(S) + H(S) + PT(B)
8.70E-15	2.19E-14	-1.32E-14	2.84E-01	H35TOL(S) + 2 PT(S) <=> H35PC(S) + H(S) + 2 PT(B)
1.02E-18	5.44E-14	-5.44E-14	1.87E-05	H2TOL(S) + PT(S) <=> H2PC(S) + H(S) + PT(B)
3.46E-16	8.78E-14	-8.75E-14	3.93E-03	H3TOL(S) + PT(S) <=> H3PC(S) + H(S) + PT(B)
1.78E-20	2.80E-18	-2.78E-18	6.30E-03	H4TOL(S) + PT(S) <=> H4PC(S) + H(S) + PT(B)
8.25E-20	1.10E-16	-1.10E-16	7.48E-04	TOL(S) + 2 PT(S) <=> PC(S) + H(S) + 2 PT(B)
1.77E-05	1.77E-05	-2.26E-09	5.00E-01	MCH(S) + PT(S) <=> H12345TOL(S) + H(S) + PT(B)
6.23E-09	6.26E-09	-2.98E-11	4.99E-01	MCH(S) + PT(S) <=> H12346TOL(S) + H(S) + PT(B)
6.44E-09	6.53E-09	-8.59E-11	4.97E-01	MCH(S) + PT(S) <=> H12356TOL(S) + H(S) + PT(B)
1.08E-08	1.15E-08	-6.86E-10	4.85E-01	MCH(S) + PT(S) <=> H23456TOL(S) + H(S) + PT(B)
4.48E-09	4.49E-09	-1.68E-11	4.99E-01	H12345TOL(S) + PT(S) <=> H1234TOL(S) + H(S) + PT(B)
4.94E-09	4.96E-09	-1.89E-11	4.99E-01	H12345TOL(S) + PT(S) <=> H1235TOL(S) + H(S) + PT(B)
1.63E-09	1.64E-09	-6.35E-12	4.99E-01	H12345TOL(S) <=> H1245TOL(S) + H(S)
1.70E-08	1.71E-08	-5.97E-11	4.99E-01	H12345TOL(S) + PT(S) <=> H1345TOL(S) + H(S) + PT(B)
3.80E-07	3.82E-07	-2.16E-09	4.99E-01	H12345TOL(S) + PT(S) <=> H2345TOL(S) + H(S) + PT(B)
5.97E-09	5.97E-09	5.39E-12	5.00E-01	H12346TOL(S) + PT(S) <=> H1234TOL(S) + H(S) + PT(B)
1.47E-08	1.47E-08	1.18E-11	5.00E-01	H12346TOL(S) + PT(S) <=> H1236TOL(S) + H(S) + PT(B)
2.18E-09	2.18E-09	1.68E-12	5.00E-01	H12346TOL(S) <=> H1245TOL(S) + H(S)
2.90E-09	2.89E-09	5.75E-12	5.00E-01	H12346TOL(S) + PT(S) <=> H1246TOL(S) + H(S) + PT(B)
2.63E-08	2.64E-08	-5.44E-11	4.99E-01	H12346TOL(S) + PT(S) <=> H2346TOL(S) + H(S) + PT(B)
1.41E-08	1.40E-08	1.31E-10	5.02E-01	H12356TOL(S) + PT(S) <=> H1235TOL(S) + H(S) + PT(B)
3.15E-08	3.12E-08	2.91E-10	5.02E-01	H12356TOL(S) + PT(S) <=> H1236TOL(S) + H(S) + PT(B)
1.44E-07	1.44E-07	-5.08E-10	4.99E-01	H12356TOL(S) <=> H2356TOL(S) + H(S)
8.06E-07	7.62E-07	4.38E-08	5.14E-01	H23456TOL(S) + PT(S) <=> H2345TOL(S) + H(S) + PT(B)
8.60E-09	8.14E-09	4.59E-10	5.14E-01	H23456TOL(S) + PT(S) <=> H2346TOL(S) + H(S) + PT(B)
2.37E-07	2.27E-07	1.04E-08	5.11E-01	H23456TOL(S) <=> H2356TOL(S) + H(S)
9.68E-07	9.68E-07	-2.13E-11	5.00E-01	H1234TOL(S) + PT(S) <=> H123TOL(S) + H(S) + PT(B)
