Fwd_Rate	Rev_Rate	Net_Rate	PEI	Reaction_String
7.03E-09	7.59E-09	-5.55E-10	4.81E-01	H25PCOH(S) + PT(S) <=> H2PCOH(S) + H(S) + PT(B)
4.15E-11	4.27E-11	-1.24E-12	4.93E-01	H25PCOH(S) + PT(S) <=> H5PCOH(S) + H(S) + PT(B)
1.33E-09	1.48E-09	-1.53E-10	4.73E-01	H26PCOH(S) + 3 PT(S) <=> H2PCOH(S) + H(S) + 3 PT(B)
3.49E-12	3.91E-12	-4.15E-13	4.72E-01	H26PCOH(S) + 3 PT(S) <=> H6PCOH(S) + H(S) + 3 PT(B)
1.19E-09	1.26E-09	-7.42E-11	4.85E-01	H34PCOH(S) + 2 PT(S) <=> H3PCOH(S) + H(S) + 2 PT(B)
3.42E-11	3.83E-11	-4.12E-12	4.72E-01	H34PCOH(S) + 3 PT(S) <=> H4PCOH(S) + H(S) + 3 PT(B)
2.48E-08	2.63E-08	-1.52E-09	4.85E-01	H35PCOH(S) + 2 PT(S) <=> H3PCOH(S) + H(S) + 2 PT(B)
1.10E-09	1.17E-09	-6.77E-11	4.85E-01	H35PCOH(S) + 3 PT(S) <=> H5PCOH(S) + H(S) + 3 PT(B)
2.14E-09	2.20E-09	-6.38E-11	4.93E-01	H36PCOH(S) + PT(S) <=> H3PCOH(S) + H(S) + PT(B)
2.69E-10	2.91E-10	-2.23E-11	4.80E-01	H36PCOH(S) + 2 PT(S) <=> H6PCOH(S) + H(S) + 2 PT(B)
1.87E-11	2.09E-11	-2.25E-12	4.72E-01	H45PCOH(S) + 3 PT(S) <=> H4PCOH(S) + H(S) + 3 PT(B)
2.87E-11	3.05E-11	-1.81E-12	4.85E-01	H45PCOH(S) + 3 PT(S) <=> H5PCOH(S) + H(S) + 3 PT(B)
1.72E-10	1.79E-10	-6.75E-12	4.90E-01	H46PCOH(S) + 2 PT(S) <=> H4PCOH(S) + H(S) + 2 PT(B)
7.52E-10	7.79E-10	-2.74E-11	4.91E-01	H46PCOH(S) + 2 PT(S) <=> H6PCOH(S) + H(S) + 2 PT(B)
8.43E-11	8.87E-11	-4.48E-12	4.87E-01	H56PCOH(S) + 3 PT(S) <=> H5PCOH(S) + H(S) + 3 PT(B)
2.39E-10	2.65E-10	-2.56E-11	4.75E-01	H56PCOH(S) + 3 PT(S) <=> H6PCOH(S) + H(S) + 3 PT(B)
6.24E-08	6.34E-08	-9.09E-10	4.96E-01	H1PCOH(S) + 2 PT(S) <=> PCOH(S) + H(S) + 2 PT(B)
3.90E-08	3.93E-08	-2.85E-10	4.98E-01	H2PCOH(S) + PT(S) <=> PCOH(S) + H(S) + PT(B)
6.49E-07	6.85E-07	-3.60E-08	4.86E-01	H3PCOH(S) + 2 PT(S) <=> PCOH(S) + H(S) + 2 PT(B)
2.96E-07	2.97E-07	-3.06E-10	5.00E-01	H4PCOH(S) + PT(S) <=> PCOH(S) + H(S) + PT(B)
3.41E-07	3.60E-07	-1.88E-08	4.87E-01	H5PCOH(S) + PT(S) <=> PCOH(S) + H(S) + PT(B)
1.08E-06	1.09E-06	-3.98E-09	4.99E-01	H6PCOH(S) + PT(S) <=> PCOH(S) + H(S) + PT(B)
6.49E-02	6.49E-02	-4.05E-09	5.00E-01	H23456PCOH(S) <=> MCHO(S) + H(S)
3.70E-03	3.70E-03	-5.09E-09	5.00E-01	H2345PCOH(S) + 2 PT(S) <=> H2345PCO(S) + H(S) + 2 PT(B)
1.93E-02	1.93E-02	-1.14E-09	5.00E-01	H2346PCOH(S) <=> H2346PCO(S) + H(S)
1.00E-03	1.00E-03	7.27E-09	5.00E-01	H2356PCOH(S) <=> H2356PCO(S) + H(S)
1.10E-04	1.10E-04	2.74E-09	5.00E-01	H2456PCOH(S) <=> H2346PCO(S) + H(S)
4.47E-03	4.47E-03	6.05E-09	5.00E-01	H3456PCOH(S) + 2 PT(S) <=> H2345PCO(S) + H(S) + 2 PT(B)
3.99E-03	3.99E-03	-3.43E-10	5.00E-01	H234PCOH(S) + PT(B) <=> H234PCO(S) + H(S) + PT(S)
4.93E-05	4.93E-05	-1.33E-08	5.00E-01	H235PCOH(S) + PT(S) <=> H235PCO(S) + H(S) + PT(B)
1.88E-03	1.88E-03	-5.72E-10	5.00E-01	H236PCOH(S) <=> H236PCO(S) + H(S)
7.64E-04	7.64E-04	-8.38E-09	5.00E-01	H245PCOH(S) <=> H245PCO(S) + H(S)
8.29E-02	8.29E-02	6.44E-12	5.00E-01	H246PCOH(S) <=> H246PCO(S) + H(S)
2.36E-03	2.36E-03	4.97E-10	5.00E-01	H256PCOH(S) + PT(S) <=> H236PCO(S) + H(S) + PT(B)
4.30E+00	4.30E+00	-2.65E-08	5.00E-01	H345PCOH(S) + PT(S) <=> H345PCO(S) + H(S) + PT(B)
8.02E-04	8.02E-04	1.42E-09	5.00E-01	H346PCOH(S) <=> H245PCO(S) + H(S)
5.92E-05	5.92E-05	-2.91E-08	5.00E-01	H356PCOH(S) + 2 PT(S) <=> H235PCO(S) + H(S) + 2 PT(B)
7.56E-02	7.56E-02	-2.17E-09	5.00E-01	H456PCOH(S) <=> H234PCO(S) + H(S)
4.59E-08	4.53E-08	5.75E-10	5.03E-01	H23PCOH(S) + PT(B) <=> H23PCO(S) + H(S) + PT(S)
8.85E-05	8.85E-05	1.68E-10	5.00E-01	H24PCOH(S) + PT(S) <=> H24PCO(S) + H(S) + PT(B)
1.69E-06	1.69E-06	4.96E-10	5.00E-01	H25PCOH(S) + PT(B) <=> H25PCO(S) + H(S) + PT(S)
4.82E-07	4.82E-07	-2.71E-13	5.00E-01	H26PCOH(S) + PT(S) <=> H26PCO(S) + H(S) + PT(B)
5.12E-03	5.12E-03	5.41E-11	5.00E-01	H34PCOH(S) + 2 PT(S) <=> H34PCO(S) + H(S) + 2 PT(B)
5.85E-02	5.85E-02	-1.68E-09	5.00E-01	H35PCOH(S) + 2 PT(S) <=> H35PCO(S) + H(S) + 2 PT(B)
6.29E-05	6.29E-05	-1.88E-10	5.00E-01	H36PCOH(S) <=> H25PCO(S) + H(S)
1.60E-03	1.60E-03	4.60E-12	5.00E-01	H45PCOH(S) + 2 PT(S) <=> H34PCO(S) + H(S) + 2 PT(B)
9.11E-05	9.11E-05	7.58E-12	5.00E-01	H46PCOH(S) <=> H24PCO(S) + H(S)
1.74E-06	1.74E-06	-5.95E-10	5.00E-01	H56PCOH(S) + PT(S) <=> H23PCO(S) + H(S) + PT(B)
1.10E-06	1.11E-06	-3.82E-09	4.99E-01	H2PCOH(S) + PT(B) <=> H2PCO(S) + H(S) + PT(S)
1.24E-03	1.24E-03	3.40E-08	5.00E-01	H3PCOH(S) <=> H3PCO(S) + H(S)
4.68E-05	4.68E-05	2.85E-10	5.00E-01	H4PCOH(S) <=> H4PCO(S) + H(S)
4.63E-05	4.63E-05	1.87E-08	5.00E-01	H5PCOH(S) + PT(B) <=> H3PCO(S) + H(S) + PT(S)
2.59E-05	2.58E-05	3.89E-09	5.00E-01	H6PCOH(S) + PT(B) <=> H2PCO(S) + H(S) + PT(S)
1.89E-02	1.89E-02	2.91E-08	5.00E-01	PCOH(S) <=> PCO(S) + H(S)
2.37E-07	2.40E-07	-3.20E-09	4.97E-01	MCHO(S) + 2 PT(S) <=> H2345PCO(S) + H(S) + 2 PT(B)
1.46E-07	1.48E-07	-1.91E-09	4.97E-01	MCHO(S) + PT(S) <=> H2346PCO(S) + H(S) + PT(B)
5.43E-07	5.50E-07	-7.24E-09	4.97E-01	MCHO(S) <=> H2356PCO(S) + H(S)
3.76E-06	3.76E-06	-2.11E-10	5.00E-01	H2345PCO(S) <=> H234PCO(S) + H(S)
1.15E-08	1.15E-08	-5.93E-12	5.00E-01	H2345PCO(S) + PT(S) <=> H235PCO(S) + H(S) + PT(B)
1.48E-07	1.48E-07	-4.60E-11	5.00E-01	H2345PCO(S) <=> H245PCO(S) + H(S)
1.70E-06	1.71E-06	-1.97E-09	5.00E-01	H2345PCO(S) + PT(S) <=> H345PCO(S) + H(S) + PT(B)
6.63E-07	6.64E-07	-2.81E-10	5.00E-01	H2346PCO(S) + PT(S) <=> H234PCO(S) + H(S) + PT(B)
6.55E-08	6.55E-08	-9.83E-12	5.00E-01	H2346PCO(S) + PT(S) <=> H236PCO(S) + H(S) + PT(B)
2.61E-08	2.61E-08	-1.77E-11	5.00E-01	H2346PCO(S) + PT(S) <=> H245PCO(S) + H(S) + PT(B)
1.46E-07	1.46E-07	-7.59E-12	5.00E-01	H2346PCO(S) + PT(S) <=> H246PCO(S) + H(S) + PT(B)
2.10E-08	2.10E-08	-1.42E-11	5.00E-01	H2356PCO(S) + 3 PT(S) <=> H235PCO(S) + H(S) + 3 PT(B)
6.78E-07	6.78E-07	3.84E-11	5.00E-01	H2356PCO(S) + 2 PT(S) <=> H236PCO(S) + H(S) + 2 PT(B)
1.05E-10	1.06E-10	-1.10E-12	4.97E-01	H234PCO(S) + PT(S) <=> H23PCO(S) + H(S) + PT(B)
6.01E-10	6.49E-10	-4.75E-11	4.81E-01	H234PCO(S) + PT(S) <=> H24PCO(S) + H(S) + PT(B)
3.82E-06	3.82E-06	-2.95E-09	5.00E-01	H234PCO(S) + 2 PT(S) <=> H34PCO(S) + H(S) + 2 PT(B)
3.87E-10	3.91E-10	-3.90E-12	4.97E-01	H235PCO(S) <=> H23PCO(S) + H(S)
5.85E-09	6.03E-09	-1.88E-10	4.92E-01	H235PCO(S) <=> H25PCO(S) + H(S)
2.55E-05	2.55E-05	-4.22E-08	5.00E-01	H235PCO(S) + PT(S) <=> H35PCO(S) + H(S) + PT(B)
9.30E-11	9.40E-11	-1.01E-12	4.97E-01	H236PCO(S) + PT(S) <=> H23PCO(S) + H(S) + PT(B)
1.40E-09	1.45E-09	-4.62E-11	4.92E-01	H236PCO(S) + PT(S) <=> H25PCO(S) + H(S) + PT(B)
9.30E-11	9.30E-11	9.05E-15	5.00E-01	H236PCO(S) + PT(S) <=> H26PCO(S) + H(S) + PT(B)
2.03E-09	2.19E-09	-1.60E-10	4.81E-01	H245PCO(S) + PT(S) <=> H24PCO(S) + H(S) + PT(B)
5.34E-09	5.52E-09	-1.73E-10	4.92E-01	H245PCO(S) + PT(S) <=> H25PCO(S) + H(S) + PT(B)
1.29E-05	1.29E-05	-6.69E-09	5.00E-01	H245PCO(S) + 2 PT(S) <=> H34PCO(S) + H(S) + 2 PT(B)
1.45E-11	1.56E-11	-1.15E-12	4.81E-01	H246PCO(S) + PT(S) <=> H24PCO(S) + H(S) + PT(B)
2.52E-12	2.52E-12	-1.42E-18	5.00E-01	H246PCO(S) + PT(S) <=> H26PCO(S) + H(S) + PT(B)
1.91E-05	1.91E-05	6.30E-09	5.00E-01	H345PCO(S) + PT(S) <=> H34PCO(S) + H(S) + PT(B)
3.44E-05	3.44E-05	-3.48E-08	5.00E-01	H345PCO(S) + PT(S) <=> H35PCO(S) + H(S) + PT(B)
9.54E-11	1.06E-10	-1.02E-11	4.75E-01	H23PCO(S) + PT(S) <=> H2PCO(S) + H(S) + PT(B)
3.11E-10	3.27E-10	-1.63E-11	4.87E-01	H23PCO(S) + PT(S) <=> H3PCO(S) + H(S) + PT(B)
7.29E-10	7.56E-10	-2.65E-11	4.91E-01	H24PCO(S) + PT(S) <=> H2PCO(S) + H(S) + PT(B)
1.59E-10	1.65E-10	-6.24E-12	4.90E-01	H24PCO(S) + 2 PT(S) <=> H4PCO(S) + H(S) + 2 PT(B)
5.50E-10	5.95E-10	-4.56E-11	4.80E-01	H25PCO(S) + PT(S) <=> H2PCO(S) + H(S) + PT(B)
1.79E-09	1.85E-09	-5.34E-11	4.93E-01	H25PCO(S) + PT(S) <=> H3PCO(S) + H(S) + PT(B)
2.21E-12	2.47E-12	-2.62E-13	4.72E-01	H26PCO(S) + PT(S) <=> H2PCO(S) + H(S) + PT(B)
4.65E-08	4.94E-08	-2.91E-09	4.85E-01	H34PCO(S) <=> H3PCO(S) + H(S)
3.12E-09	3.49E-09	-3.76E-10	4.72E-01	H34PCO(S) + PT(S) <=> H4PCO(S) + H(S) + PT(B)
1.29E-06	1.36E-06	-7.87E-08	4.85E-01	H35PCO(S) <=> H3PCO(S) + H(S)
2.39E-09	2.40E-09	-9.16E-12	4.99E-01	H2PCO(S) + 2 PT(S) <=> PCO(S) + H(S) + 2 PT(B)
5.21E-07	5.50E-07	-2.90E-08	4.86E-01	H3PCO(S) + 2 PT(S) <=> PCO(S) + H(S) + 2 PT(B)
9.31E-08	9.32E-08	-9.66E-11	5.00E-01	H4PCO(S) + PT(S) <=> PCO(S) + H(S) + PT(B)
1.58E-15	0.00E+00	1.58E-15	1.00E+00	MCHOH(S) + PT(S) <=> H23456TOL(S) + OH(S) + PT(B)
2.29E-08	0.00E+00	2.29E-08	1.00E+00	H23456PCOH(S) + PT(B) <=> H23456PC(S) + OH(S) + PT(S)
7.88E-09	0.00E+00	7.88E-09	1.00E+00	H2345PCOH(S) + PT(S) <=> H2345PC(S) + OH(S) + PT(B)
3.94E-10	0.00E+00	3.94E-10	1.00E+00	H2346PCOH(S) <=> H2346PC(S) + OH(S)
1.45E-09	0.00E+00	1.45E-09	1.00E+00	H2356PCOH(S) <=> H2356PC(S) + OH(S)
7.90E-11	0.00E+00	7.90E-11	1.00E+00	H2456PCOH(S) <=> H2346PC(S) + OH(S)
1.49E-09	0.00E+00	1.49E-09	1.00E+00	H3456PCOH(S) + PT(S) <=> H2345PC(S) + OH(S) + PT(B)
3.82E-10	0.00E+00	3.82E-10	1.00E+00	H234PCOH(S) <=> H234PC(S) + OH(S)
1.12E-08	0.00E+00	1.12E-08	1.00E+00	H235PCOH(S) <=> H235PC(S) + OH(S)
7.25E-10	0.00E+00	7.25E-10	1.00E+00	H236PCOH(S) <=> H236PC(S) + OH(S)
7.73E-09	1.00E-14	7.73E-09	1.00E+00	H245PCOH(S) <=> H245PC(S) + OH(S)
2.39E-10	0.00E+00	2.39E-10	1.00E+00	H246PCOH(S) <=> H246PC(S) + OH(S)
9.33E-10	0.00E+00	9.33E-10	1.00E+00	H256PCOH(S) + PT(S) <=> H236PC(S) + OH(S) + PT(B)
8.70E-15	0.00E+00	8.70E-15	1.00E+00	H345PCOH(S) + PT(S) <=> H345PC(S) + OH(S) + PT(B)
7.82E-09	0.00E+00	7.82E-09	1.00E+00	H346PCOH(S) <=> H245PC(S) + OH(S)
1.36E-08	0.00E+00	1.36E-08	1.00E+00	H356PCOH(S) + PT(S) <=> H235PC(S) + OH(S) + PT(B)
4.77E-10	0.00E+00	4.77E-10	1.00E+00	H456PCOH(S) + PT(S) <=> H234PC(S) + OH(S) + PT(B)
2.82E-13	0.00E+00	2.82E-13	1.00E+00	H23PCOH(S) <=> H23PC(S) + OH(S)
6.15E-21	0.00E+00	6.15E-21	1.00E+00	H24PCOH(S) + 2 PT(S) <=> H24PC(S) + OH(S) + 2 PT(B)
1.46E-15	0.00E+00	1.46E-15	1.00E+00	H25PCOH(S) <=> H25PC(S) + OH(S)
3.70E-17	0.00E+00	3.70E-17	1.00E+00	H26PCOH(S) + 2 PT(S) <=> H26PC(S) + OH(S) + 2 PT(B)
2.93E-17	0.00E+00	2.93E-17	1.00E+00	H34PCOH(S) + 2 PT(S) <=> H34PC(S) + OH(S) + 2 PT(B)
9.81E-17	0.00E+00	9.81E-17	1.00E+00	H35PCOH(S) + 2 PT(S) <=> H35PC(S) + OH(S) + 2 PT(B)
1.08E-20	0.00E+00	1.08E-20	1.00E+00	H36PCOH(S) + PT(S) <=> H25PC(S) + OH(S) + PT(B)
1.93E-17	0.00E+00	1.93E-17	1.00E+00	H45PCOH(S) + 2 PT(S) <=> H34PC(S) + OH(S) + 2 PT(B)
6.66E-21	0.00E+00	6.66E-21	1.00E+00	H46PCOH(S) + PT(S) <=> H24PC(S) + OH(S) + PT(B)
6.80E-13	1.00E-18	6.80E-13	1.00E+00	H56PCOH(S) + 2 PT(S) <=> H23PC(S) + OH(S) + 2 PT(B)
2.90E-16	5.00E-21	2.90E-16	1.00E+00	H2PCOH(S) <=> H2PC(S) + OH(S)
3.39E-17	0.00E+00	3.39E-17	1.00E+00	H3PCOH(S) + PT(S) <=> H3PC(S) + OH(S) + PT(B)
5.85E-22	0.00E+00	5.85E-22	1.00E+00	H4PCOH(S) <=> H4PC(S) + OH(S)
2.02E-17	0.00E+00	2.02E-17	1.00E+00	H5PCOH(S) <=> H3PC(S) + OH(S)
1.71E-13	3.00E-18	1.71E-13	1.00E+00	H6PCOH(S) <=> H2PC(S) + OH(S)
3.81E-21	0.00E+00	3.81E-21	1.00E+00	PCOH(S) + PT(S) <=> PC(S) + OH(S) + PT(B)
1.47E-06	1.51E-06	-3.75E-08	4.94E-01	H23456PC(S) + 2 PT(S) <=> H2345PC(S) + H(S) + 2 PT(B)
9.47E-12	2.40E-10	-2.31E-10	3.79E-02	H23456PC(S) + 2 PT(S) <=> H2346PC(S) + H(S) + 2 PT(B)
6.66E-11	5.20E-10	-4.54E-10	1.13E-01	H23456PC(S) + PT(S) <=> H2356PC(S) + H(S) + PT(B)
6.24E-11	4.45E-10	-3.83E-10	1.23E-01	H2345PC(S) + 2 PT(S) <=> H234PC(S) + H(S) + 2 PT(B)
2.66E-09	2.00E-08	-1.73E-08	1.17E-01	H2345PC(S) + PT(S) <=> H235PC(S) + H(S) + PT(B)
1.62E-09	1.31E-08	-1.15E-08	1.10E-01	H2345PC(S) + PT(S) <=> H245PC(S) + H(S) + PT(B)
6.80E-12	3.24E-12	3.56E-12	6.77E-01	H2345PC(S) + 2 PT(S) <=> H345PC(S) + H(S) + 2 PT(B)
5.91E-12	1.71E-12	4.20E-12	7.76E-01	H2346PC(S) + 2 PT(S) <=> H234PC(S) + H(S) + 2 PT(B)
2.61E-11	1.35E-13	2.59E-11	9.95E-01	H2346PC(S) + PT(S) <=> H236PC(S) + H(S) + PT(B)
1.53E-10	5.03E-11	1.03E-10	7.53E-01	H2346PC(S) + PT(S) <=> H245PC(S) + H(S) + PT(B)
3.64E-11	8.80E-12	2.76E-11	8.05E-01	H2346PC(S) + PT(S) <=> H246PC(S) + H(S) + PT(B)
1.92E-10	1.89E-10	2.69E-12	5.04E-01	H2356PC(S) + 2 PT(S) <=> H235PC(S) + H(S) + 2 PT(B)
1.98E-11	3.31E-13	1.95E-11	9.84E-01	H2356PC(S) + 2 PT(S) <=> H236PC(S) + H(S) + 2 PT(B)
1.39E-15	1.16E-14	-1.02E-14	1.07E-01	H234PC(S) + PT(S) <=> H23PC(S) + H(S) + PT(B)
2.66E-18	6.85E-18	-4.19E-18	2.80E-01	H234PC(S) + PT(S) <=> H24PC(S) + H(S) + PT(B)
8.11E-15	1.16E-15	6.95E-15	8.75E-01	H234PC(S) + PT(S) <=> H34PC(S) + H(S) + PT(B)
1.57E-15	1.25E-14	-1.09E-14	1.12E-01	H235PC(S) + 2 PT(S) <=> H23PC(S) + H(S) + 2 PT(B)
1.62E-17	7.07E-17	-5.45E-17	1.86E-01	H235PC(S) + 2 PT(S) <=> H25PC(S) + H(S) + 2 PT(B)
2.00E-15	2.65E-17	1.98E-15	9.87E-01	H235PC(S) + 2 PT(S) <=> H35PC(S) + H(S) + 2 PT(B)
4.40E-18	2.06E-15	-2.05E-15	2.13E-03	H236PC(S) + 2 PT(S) <=> H23PC(S) + H(S) + 2 PT(B)
4.53E-20	1.17E-17	-1.16E-17	3.87E-03	H236PC(S) + 2 PT(S) <=> H25PC(S) + H(S) + 2 PT(B)
1.38E-19	2.15E-17	-2.14E-17	6.36E-03	H236PC(S) + 2 PT(S) <=> H26PC(S) + H(S) + 2 PT(B)
4.87E-18	1.10E-17	-6.16E-18	3.06E-01	H245PC(S) + 2 PT(S) <=> H24PC(S) + H(S) + 2 PT(B)
2.62E-17	1.06E-16	-7.97E-17	1.98E-01	H245PC(S) + 2 PT(S) <=> H25PC(S) + H(S) + 2 PT(B)
1.49E-14	1.87E-15	1.30E-14	8.88E-01	H245PC(S) + 2 PT(S) <=> H34PC(S) + H(S) + 2 PT(B)
2.90E-19	8.93E-19	-6.03E-19	2.45E-01	H246PC(S) + 2 PT(S) <=> H24PC(S) + H(S) + 2 PT(B)
4.75E-18	1.58E-17	-1.11E-17	2.31E-01	H246PC(S) + 2 PT(S) <=> H26PC(S) + H(S) + 2 PT(B)
1.46E-14	3.13E-14	-1.68E-14	3.18E-01	H345PC(S) + PT(S) <=> H34PC(S) + H(S) + PT(B)
3.18E-15	6.65E-16	2.52E-15	8.27E-01	H345PC(S) + PT(S) <=> H35PC(S) + H(S) + PT(B)
3.59E-15	1.00E-13	-9.66E-14	3.46E-02	H23PC(S) + PT(S) <=> H2PC(S) + H(S) + PT(B)
1.06E-13	7.07E-16	1.05E-13	9.93E-01	H23PC(S) + PT(S) <=> H3PC(S) + H(S) + PT(B)
2.92E-17	2.64E-15	-2.61E-15	1.09E-02	H24PC(S) + PT(S) <=> H2PC(S) + H(S) + PT(B)
3.42E-19	1.15E-21	3.41E-19	9.97E-01	H24PC(S) + PT(S) <=> H4PC(S) + H(S) + PT(B)
3.49E-16	1.77E-14	-1.73E-14	1.93E-02	H25PC(S) + PT(S) <=> H2PC(S) + H(S) + PT(B)
1.03E-14	1.25E-16	1.01E-14	9.88E-01	H25PC(S) + PT(S) <=> H3PC(S) + H(S) + PT(B)
8.88E-19	7.41E-17	-7.33E-17	1.18E-02	H26PC(S) + PT(S) <=> H2PC(S) + H(S) + PT(B)
3.18E-15	1.24E-15	1.94E-15	7.19E-01	H34PC(S) + PT(S) <=> H3PC(S) + H(S) + PT(B)
1.27E-18	7.65E-20	1.19E-18	9.43E-01	H34PC(S) + PT(S) <=> H4PC(S) + H(S) + PT(B)
3.79E-15	1.52E-14	-1.14E-14	2.00E-01	H35PC(S) + PT(S) <=> H3PC(S) + H(S) + PT(B)
1.14E-16	2.60E-20	1.14E-16	1.00E+00	H2PC(S) + 2 PT(S) <=> PC(S) + H(S) + 2 PT(B)
7.47E-17	7.17E-17	2.96E-18	5.10E-01	H3PC(S) + 2 PT(S) <=> PC(S) + H(S) + 2 PT(B)
3.07E-19	1.90E-18	-1.59E-18	1.39E-01	H4PC(S) + 2 PT(S) <=> PC(S) + H(S) + 2 PT(B)
3.55E-09	6.46E-08	-6.10E-08	5.21E-02	H23456TOL(S) <=> H23456PC(S) + H(S)
5.72E-11	1.14E-09	-1.08E-09	4.79E-02	H2345TOL(S) + PT(S) <=> H2345PC(S) + H(S) + PT(B)
1.67E-13	8.21E-11	-8.19E-11	2.03E-03	H2346TOL(S) + PT(S) <=> H2346PC(S) + H(S) + PT(B)
6.57E-12	9.83E-10	-9.77E-10	6.64E-03	H2356TOL(S) + PT(S) <=> H2356PC(S) + H(S) + PT(B)
3.41E-12	4.84E-10	-4.81E-10	7.00E-03	H234TOL(S) + PT(S) <=> H234PC(S) + H(S) + PT(B)
5.05E-11	7.56E-09	-7.51E-09	6.64E-03	H235TOL(S) + PT(S) <=> H235PC(S) + H(S) + PT(B)
1.11E-09	2.81E-09	-1.70E-09	2.83E-01	H236TOL(S) + PT(S) <=> H236PC(S) + H(S) + PT(B)
2.58E-11	4.16E-09	-4.14E-09	6.15E-03	H245TOL(S) + PT(S) <=> H245PC(S) + H(S) + PT(B)
2.26E-12	2.69E-10	-2.67E-10	8.32E-03	H246TOL(S) + PT(S) <=> H246PC(S) + H(S) + PT(B)
4.22E-13	4.01E-12	-3.58E-12	9.53E-02	H345TOL(S) + PT(S) <=> H345PC(S) + H(S) + PT(B)
5.33E-16	9.31E-13	-9.30E-13	5.72E-04	H23TOL(S) + PT(S) <=> H23PC(S) + H(S) + PT(B)
4.96E-18	2.61E-15	-2.60E-15	1.90E-03	H24TOL(S) + 2 PT(S) <=> H24PC(S) + H(S) + 2 PT(B)
1.24E-17	8.53E-15	-8.52E-15	1.45E-03	H25TOL(S) + 2 PT(S) <=> H25PC(S) + H(S) + 2 PT(B)
1.96E-19	7.80E-17	-7.78E-17	2.51E-03	H26TOL(S) + 2 PT(S) <=> H26PC(S) + H(S) + 2 PT(B)
6.60E-17	1.35E-15	-1.28E-15	4.68E-02	H34TOL(S) + PT(S) <=> H34PC(S) + H(S) + PT(B)
1.03E-14	2.63E-14	-1.60E-14	2.81E-01	H35TOL(S) + 2 PT(S) <=> H35PC(S) + H(S) + 2 PT(B)
1.22E-18	5.50E-14	-5.50E-14	2.21E-05	H2TOL(S) + PT(S) <=> H2PC(S) + H(S) + PT(B)
7.74E-16	1.06E-13	-1.06E-13	7.22E-03	H3TOL(S) + PT(S) <=> H3PC(S) + H(S) + PT(B)
9.46E-20	3.22E-18	-3.13E-18	2.85E-02	H4TOL(S) + PT(S) <=> H4PC(S) + H(S) + PT(B)
5.25E-19	1.16E-16	-1.16E-16	4.49E-03	TOL(S) + 2 PT(S) <=> PC(S) + H(S) + 2 PT(B)
1.71E-05	1.71E-05	5.92E-10	5.00E-01	MCH(S) + PT(S) <=> H12345TOL(S) + H(S) + PT(B)
6.13E-09	6.12E-09	1.09E-11	5.00E-01	MCH(S) + PT(S) <=> H12346TOL(S) + H(S) + PT(B)
6.34E-09	6.39E-09	-4.80E-11	4.98E-01	MCH(S) + PT(S) <=> H12356TOL(S) + H(S) + PT(B)
1.04E-08	1.11E-08	-6.69E-10	4.84E-01	MCH(S) + PT(S) <=> H23456TOL(S) + H(S) + PT(B)
4.41E-09	4.39E-09	1.60E-11	5.01E-01	H12345TOL(S) + PT(S) <=> H1234TOL(S) + H(S) + PT(B)
4.86E-09	4.85E-09	1.74E-11	5.01E-01	H12345TOL(S) + PT(S) <=> H1235TOL(S) + H(S) + PT(B)
1.67E-09	1.66E-09	5.83E-12	5.01E-01	H12345TOL(S) <=> H1245TOL(S) + H(S)
1.67E-08	1.67E-08	6.60E-11	5.01E-01	H12345TOL(S) + PT(S) <=> H1345TOL(S) + H(S) + PT(B)
3.68E-07	3.68E-07	4.87E-10	5.00E-01	H12345TOL(S) + PT(S) <=> H2345TOL(S) + H(S) + PT(B)
5.84E-09	5.83E-09	1.11E-11	5.00E-01	H12346TOL(S) + PT(S) <=> H1234TOL(S) + H(S) + PT(B)
1.44E-08	1.43E-08	2.60E-11	5.00E-01	H12346TOL(S) + PT(S) <=> H1236TOL(S) + H(S) + PT(B)
2.21E-09	2.21E-09	3.88E-12	5.00E-01	H12346TOL(S) <=> H1245TOL(S) + H(S)
2.83E-09	2.82E-09	9.04E-12	5.01E-01	H12346TOL(S) + PT(S) <=> H1246TOL(S) + H(S) + PT(B)
2.58E-08	2.58E-08	-3.91E-11	5.00E-01	H12346TOL(S) + PT(S) <=> H2346TOL(S) + H(S) + PT(B)
1.38E-08	1.37E-08	1.53E-10	5.03E-01	H12356TOL(S) + PT(S) <=> H1235TOL(S) + H(S) + PT(B)
3.08E-08	3.05E-08	3.41E-10	5.03E-01	H12356TOL(S) + PT(S) <=> H1236TOL(S) + H(S) + PT(B)
1.46E-07	1.46E-07	-5.42E-10	4.99E-01	H12356TOL(S) <=> H2356TOL(S) + H(S)
7.82E-07	7.34E-07	4.81E-08	5.16E-01	H23456TOL(S) + PT(S) <=> H2345TOL(S) + H(S) + PT(B)
8.34E-09	7.84E-09	5.04E-10	5.16E-01	H23456TOL(S) + PT(S) <=> H2346TOL(S) + H(S) + PT(B)
2.38E-07	2.26E-07	1.18E-08	5.13E-01	H23456TOL(S) <=> H2356TOL(S) + H(S)
9.46E-07	9.46E-07	-8.23E-12	5.00E-01	H1234TOL(S) + PT(S) <=> H123TOL(S) + H(S) + PT(B)
2.58E-07	2.58E-07	2.32E-10	5.00E-01	H1234TOL(S) + PT(S) <=> H124TOL(S) + H(S) + PT(B)
